provider_group_hash,tin_type,tin_value,npi_numbers
1693489351835304135,ein,900055846,"[""1013130145""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
16614850288435199720,ein,311667875,"[""1033262902"", ""1275608457"", ""1528364429"", ""1811174923""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
11086250699873897378,ein,751250450,"[""1124076401""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
9292837252327415877,ein,741625013,"[""1699768705""]"
6760807325239960144,ein,901116753,"[""1417157405""]"
1175373420430801827,ein,270036499,"[""1013130145""]"
1693489351835304135,ein,900055846,"[""1013130145""]"
15533412318927758142,ein,311667875,"[""1275608457""]"
9292837252327415877,ein,741625013,"[""1699768705""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
16614850288435199720,ein,311667875,"[""1033262902"", ""1275608457"", ""1528364429"", ""1811174923""]"
15533412318927758142,ein,311667875,"[""1275608457""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
1693489351835304135,ein,900055846,"[""1013130145""]"
11086250699873897378,ein,751250450,"[""1124076401""]"
1175373420430801827,ein,270036499,"[""1013130145""]"
6760807325239960144,ein,901116753,"[""1417157405""]"
1693489351835304135,ein,900055846,"[""1013130145""]"
15533412318927758142,ein,311667875,"[""1275608457""]"
9292837252327415877,ein,741625013,"[""1699768705""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
6760807325239960144,ein,901116753,"[""1417157405""]"
1175373420430801827,ein,270036499,"[""1013130145""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
11086250699873897378,ein,751250450,"[""1124076401""]"
16614850288435199720,ein,311667875,"[""1033262902"", ""1275608457"", ""1528364429"", ""1811174923""]"
15533412318927758142,ein,311667875,"[""1275608457""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
9292837252327415877,ein,741625013,"[""1699768705""]"
11086250699873897378,ein,751250450,"[""1124076401""]"
1175373420430801827,ein,270036499,"[""1013130145""]"
6760807325239960144,ein,901116753,"[""1417157405""]"
1693489351835304135,ein,900055846,"[""1013130145""]"
16614850288435199720,ein,311667875,"[""1033262902"", ""1275608457"", ""1528364429"", ""1811174923""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
9292837252327415877,ein,741625013,"[""1699768705""]"
15533412318927758142,ein,311667875,"[""1275608457""]"
16614850288435199720,ein,311667875,"[""1033262902"", ""1275608457"", ""1528364429"", ""1811174923""]"
1693489351835304135,ein,900055846,"[""1013130145""]"
11086250699873897378,ein,751250450,"[""1124076401""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
6760807325239960144,ein,901116753,"[""1417157405""]"
1175373420430801827,ein,270036499,"[""1013130145""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
16614850288435199720,ein,311667875,"[""1033262902"", ""1275608457"", ""1528364429"", ""1811174923""]"
15533412318927758142,ein,311667875,"[""1275608457""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
1175373420430801827,ein,270036499,"[""1013130145""]"
6760807325239960144,ein,901116753,"[""1417157405""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
9292837252327415877,ein,741625013,"[""1699768705""]"
11086250699873897378,ein,751250450,"[""1124076401""]"
1693489351835304135,ein,900055846,"[""1013130145""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
16614850288435199720,ein,311667875,"[""1033262902"", ""1275608457"", ""1528364429"", ""1811174923""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
11086250699873897378,ein,751250450,"[""1124076401""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
9292837252327415877,ein,741625013,"[""1699768705""]"
6760807325239960144,ein,901116753,"[""1417157405""]"
1175373420430801827,ein,270036499,"[""1013130145""]"
1693489351835304135,ein,900055846,"[""1013130145""]"
15533412318927758142,ein,311667875,"[""1275608457""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
1693489351835304135,ein,900055846,"[""1013130145""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
16614850288435199720,ein,311667875,"[""1033262902"", ""1275608457"", ""1528364429"", ""1811174923""]"
15533412318927758142,ein,311667875,"[""1275608457""]"
9292837252327415877,ein,741625013,"[""1699768705""]"
11086250699873897378,ein,751250450,"[""1124076401""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
1175373420430801827,ein,270036499,"[""1013130145""]"
6760807325239960144,ein,901116753,"[""1417157405""]"
1693489351835304135,ein,900055846,"[""1013130145""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
15533412318927758142,ein,311667875,"[""1275608457""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
16614850288435199720,ein,311667875,"[""1033262902"", ""1275608457"", ""1528364429"", ""1811174923""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
6760807325239960144,ein,901116753,"[""1417157405""]"
1175373420430801827,ein,270036499,"[""1013130145""]"
11086250699873897378,ein,751250450,"[""1124076401""]"
9292837252327415877,ein,741625013,"[""1699768705""]"
15533412318927758142,ein,311667875,"[""1275608457""]"
11086250699873897378,ein,751250450,"[""1124076401""]"
1693489351835304135,ein,900055846,"[""1013130145""]"
16614850288435199720,ein,311667875,"[""1033262902"", ""1275608457"", ""1528364429"", ""1811174923""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
1175373420430801827,ein,270036499,"[""1013130145""]"
6760807325239960144,ein,901116753,"[""1417157405""]"
9292837252327415877,ein,741625013,"[""1699768705""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
6760807325239960144,ein,901116753,"[""1417157405""]"
1175373420430801827,ein,270036499,"[""1013130145""]"
9292837252327415877,ein,741625013,"[""1699768705""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
16614850288435199720,ein,311667875,"[""1033262902"", ""1275608457"", ""1528364429"", ""1811174923""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
1693489351835304135,ein,900055846,"[""1013130145""]"
11086250699873897378,ein,751250450,"[""1124076401""]"
15533412318927758142,ein,311667875,"[""1275608457""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
15533412318927758142,ein,311667875,"[""1275608457""]"
1175373420430801827,ein,270036499,"[""1013130145""]"
6760807325239960144,ein,901116753,"[""1417157405""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
16614850288435199720,ein,311667875,"[""1033262902"", ""1275608457"", ""1528364429"", ""1811174923""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
9292837252327415877,ein,741625013,"[""1699768705""]"
11086250699873897378,ein,751250450,"[""1124076401""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
1693489351835304135,ein,900055846,"[""1013130145""]"
16614850288435199720,ein,311667875,"[""1033262902"", ""1275608457"", ""1528364429"", ""1811174923""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
11086250699873897378,ein,751250450,"[""1124076401""]"
9292837252327415877,ein,741625013,"[""1699768705""]"
15533412318927758142,ein,311667875,"[""1275608457""]"
11086250699873897378,ein,751250450,"[""1124076401""]"
6760807325239960144,ein,901116753,"[""1417157405""]"
1175373420430801827,ein,270036499,"[""1013130145""]"
15533412318927758142,ein,311667875,"[""1275608457""]"
16614850288435199720,ein,311667875,"[""1033262902"", ""1275608457"", ""1528364429"", ""1811174923""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
1175373420430801827,ein,270036499,"[""1013130145""]"
6760807325239960144,ein,901116753,"[""1417157405""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
1693489351835304135,ein,900055846,"[""1013130145""]"
1693489351835304135,ein,900055846,"[""1013130145""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
9292837252327415877,ein,741625013,"[""1699768705""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
15533412318927758142,ein,311667875,"[""1275608457""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
6760807325239960144,ein,901116753,"[""1417157405""]"
1175373420430801827,ein,270036499,"[""1013130145""]"
1693489351835304135,ein,900055846,"[""1013130145""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
9292837252327415877,ein,741625013,"[""1699768705""]"
16614850288435199720,ein,311667875,"[""1033262902"", ""1275608457"", ""1528364429"", ""1811174923""]"
11086250699873897378,ein,751250450,"[""1124076401""]"
15533412318927758142,ein,311667875,"[""1275608457""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
16614850288435199720,ein,311667875,"[""1033262902"", ""1275608457"", ""1528364429"", ""1811174923""]"
1693489351835304135,ein,900055846,"[""1013130145""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
11086250699873897378,ein,751250450,"[""1124076401""]"
9292837252327415877,ein,741625013,"[""1699768705""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
1175373420430801827,ein,270036499,"[""1013130145""]"
6760807325239960144,ein,901116753,"[""1417157405""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
6760807325239960144,ein,901116753,"[""1417157405""]"
1175373420430801827,ein,270036499,"[""1013130145""]"
15533412318927758142,ein,311667875,"[""1275608457""]"
1693489351835304135,ein,900055846,"[""1013130145""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
11086250699873897378,ein,751250450,"[""1124076401""]"
9292837252327415877,ein,741625013,"[""1699768705""]"
16614850288435199720,ein,311667875,"[""1033262902"", ""1275608457"", ""1528364429"", ""1811174923""]"
1175373420430801827,ein,270036499,"[""1013130145""]"
6760807325239960144,ein,901116753,"[""1417157405""]"
9292837252327415877,ein,741625013,"[""1699768705""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
16614850288435199720,ein,311667875,"[""1033262902"", ""1275608457"", ""1528364429"", ""1811174923""]"
11086250699873897378,ein,751250450,"[""1124076401""]"
15533412318927758142,ein,311667875,"[""1275608457""]"
1693489351835304135,ein,900055846,"[""1013130145""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
11086250699873897378,ein,751250450,"[""1124076401""]"
6760807325239960144,ein,901116753,"[""1417157405""]"
1175373420430801827,ein,270036499,"[""1013130145""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
9292837252327415877,ein,741625013,"[""1699768705""]"
15533412318927758142,ein,311667875,"[""1275608457""]"
1693489351835304135,ein,900055846,"[""1013130145""]"
16614850288435199720,ein,311667875,"[""1033262902"", ""1275608457"", ""1528364429"", ""1811174923""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
16614850288435199720,ein,311667875,"[""1033262902"", ""1275608457"", ""1528364429"", ""1811174923""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
1175373420430801827,ein,270036499,"[""1013130145""]"
6760807325239960144,ein,901116753,"[""1417157405""]"
11086250699873897378,ein,751250450,"[""1124076401""]"
9292837252327415877,ein,741625013,"[""1699768705""]"
1693489351835304135,ein,900055846,"[""1013130145""]"
15533412318927758142,ein,311667875,"[""1275608457""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
9292837252327415877,ein,741625013,"[""1699768705""]"
6760807325239960144,ein,901116753,"[""1417157405""]"
1175373420430801827,ein,270036499,"[""1013130145""]"
1693489351835304135,ein,900055846,"[""1013130145""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
16614850288435199720,ein,311667875,"[""1033262902"", ""1275608457"", ""1528364429"", ""1811174923""]"
11086250699873897378,ein,751250450,"[""1124076401""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
15533412318927758142,ein,311667875,"[""1275608457""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
16614850288435199720,ein,311667875,"[""1033262902"", ""1275608457"", ""1528364429"", ""1811174923""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
1175373420430801827,ein,270036499,"[""1013130145""]"
6760807325239960144,ein,901116753,"[""1417157405""]"
15533412318927758142,ein,311667875,"[""1275608457""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
11086250699873897378,ein,751250450,"[""1124076401""]"
1693489351835304135,ein,900055846,"[""1013130145""]"
9292837252327415877,ein,741625013,"[""1699768705""]"
11086250699873897378,ein,751250450,"[""1124076401""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
9292837252327415877,ein,741625013,"[""1699768705""]"
1693489351835304135,ein,900055846,"[""1013130145""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
16614850288435199720,ein,311667875,"[""1033262902"", ""1275608457"", ""1528364429"", ""1811174923""]"
6760807325239960144,ein,901116753,"[""1417157405""]"
1175373420430801827,ein,270036499,"[""1013130145""]"
15533412318927758142,ein,311667875,"[""1275608457""]"
17236358754041681900,ein,410729979,"[""1518983634"", ""1558392852"", ""1740205194"", ""1851344907""]"
11086250699873897378,ein,751250450,"[""1124076401""]"
8985079847344304022,ein,770465765,"[""1265581086"", ""1437292927""]"
1693489351835304135,ein,900055846,"[""1013130145""]"
16614850288435199720,ein,311667875,"[""1033262902"", ""1275608457"", ""1528364429"", ""1811174923""]"
15533412318927758142,ein,311667875,"[""1275608457""]"
16673511487144139578,ein,410729979,"[""1114961034"", ""1558392852"", ""1851344907""]"
